Event,Race,Description,Participants,Registration Opens,Registration Closes,Entry Fee,Sign Up,Date,Starting Time,Starting Point,Country,SumDistance,SumElevation Gain,SumDescent,SumRefreshment Points,SumTimeLimit,Website,CourseUrl,LogoPicURL,ProfilePicURL,SourceUrl
Snowdonia Trail Marathon  2019,Snowdonia Trail 10K,"Welcome to the Snowdonia Trail Marathon 2019, a stunning Trail Marathon, Ultra Marathon, Half Marathon and 10k, starting and finishing in Wales's outdoor capital, Llanberis.The Snowdonia Trail Marathon is a challenge in every sense of the word. The incredible route explores the trails, gorgeous panoramic views and tough climbs that make Snowdonia National Park such a mecca for outdoor enthusiasts. Visiting Rhyd Ddu, Beddgelert, Nant Gwynant, Pen y Pass and Snowdon, there surely can't be a more striking trail marathon route in the UK!The 10k skirts the base of Snowdon before returning past Dolbadarn castle and into Padarn country park and the heart of the Dinorwig slate quarries.We're incredibly proud that the On Snowdonia Trail Marathon has been chosen to be the GB Trial race for the World Long Distance Mountain Running Championships on 16 November 2019, Villa La Angostura, Argentina.As well as a fantastic day of racing, there will be masses to see and do to keep spectators entertained. This will include hot and cold food, music, a wide range of activities and loads of kids entertainment too. ",,14 July 2018,5 July 2019,ÂŁ25,https://alwaysaimhighevents.com/snowdonia-trail-marathon/welcome-snowdonia-trail-marathon-2019,14 July 2019,10:15,Llanberis,Royaume-Uni,10.1km,400m,400m,2,17:00,https://alwaysaimhighevents.com/snowdonia-trail-marathon/welcome-snowdonia-trail-marathon-2019?utm_source=ITRA&utm_medium=event_listing&utm_campaign=ITRA%20STM_HOMEPAGE,https://tracedetrail.fr/en/trace/itra/79090,/orga_pic/logo_med6875.jpg,https://itra.run/orga_pic/p_17037_1.jpg,https://itra.run/calend.php?ide=6875&mode=getEvt&id=6875&annee=2019&idc=17037
Trail La Rosiere 2019,40 Km,"Ce trail vous emmènera sur une crête surplombant le Col du Petit Saint Bernard, avec le Mont Blanc en toile de fond. Puis dans le vallon du torrent des Moulins, vous découvrirez après une montée exigeante par le passage de la Louie Blanche, une pure merveille face au Mont- Pourri, le vallon et plateau du Ruitor, berceau de la nature sauvage de Sainte Foy Tarentaise ! Le Lac Noir sera votre récompense après une montée de 500m. La descente sur le Refuge d’ Archeboc testera certains de vos réflexes puis le sentier forestier en balcon dans le vallon de Mercuel vous donnera un peu de jus pour remonter les 700m jusqu’au Lac du Retour. Vous serez transportés en descente par le vallon sauvage du Piche jusqu’à la chapelle Saint- Michel, qui domine la Haute-Tarentaise pour finir par une montée derrière le Chatelard jusqu’au cœur de la station de la Rosière.Ici pas de price money, que des gros mollets ! Parcours très exigeant, entrainement de rigueur ! ",200,5 November 2018,14 July 2019,43€ jusqu'au 16/07 - 48€ sur place,https://inscriptions-terrederunning.com/traillarosiere2019,14 July 2019,07:00,La,France,39.5km,2830m,2830m,5,10:00,http://www.traildelarosiere.fr,https://tracedetrail.fr/en/trace/itra/62989,,https://itra.run/orga_pic/p_6681_3.jpg,https://itra.run/calend.php?ide=3155&mode=getEvt&id=3155&annee=2019&idc=6681
Trail La Rosiere 2019,22 Km,"Le parcours de 22 km, D+1450m est un parcours exigeant en montagne entre 1500m et 2450m d’altitude.Au départ de la Rosière : à l’assaut du Roc Noir, surplombez tel un équilibriste le Col du Petit-Saint-Bernard depuis les crêtes. Saluez le Mont Blanc et les massifs de la Vanoise…Traversez le mystérieux Fort de la Redoute Ruinée avant d’entamer le sentier balcon de la combe du Torrent des Moulins. Après une montée exigeante du passage de la Louie Blanche, plongez vos yeux dans le Lac du Retour à 2400m pour vous rafraichir les idées… avant la descente dans la forêt. Découvrez les villages du Vaz et du Chatelard à 1500m avec leur ambiance authentique. Rejoignez l’arrivée par le montée des Foins dans nos alpages. Vous en prendrez plein les yeux et les jambes sur ces sentiers pour la plupart monotraces !
Description in English
Beautiful alpine races with lakes, moutain single tracks !",250,5 November 2018,14 July 2019,27€ avant le 14/07 - 32€ sur place,https://inscriptions-terrederunning.com/traillarosiere2019,14 July 2019,08:30,LA,France,21.2km,1460m,1460m,3,06:00,http://www.traildelarosiere.fr,https://tracedetrail.fr/en/trace/itra/63001,,https://itra.run/orga_pic/p_6677_2.jpg,https://itra.run/calend.php?ide=3155&mode=getEvt&id=3155&annee=2019&idc=6677
Trail La Rosiere 2019,15 Km,"Enfin un petit parcours aussi joli et qualitatif qu’un long. 90% sur des singlesLe parcours de 15km, D+800m est un tracé alpin accessible avec chemins en crêtes et aériens avec une vue panoramique ! Belle montée en single sur les crêtes du Roc Noir, vue plongeante sur le Mont Blanc et le Col du Petit Saint Bernard. Traversée du Fort de la Redoute puis sentier en balcon dans le vallon sauvage des Moulins avec torrents, ponts et maisons d’alpages.",250,27 January 2019,14 July 2019,22€ en pré-inscription / 27€ sur place,http://inscriptions-terrederunning.com/traillarosiere2019,14 July 2019,09:30,LA,,15km,850m,850m,2,,http://www.traildelarosiere.fr,https://tracedetrail.fr/en/trace/itra/20246,,https://itra.run/orga_pic/p_18097_3.jpg,https://itra.run/calend.php?ide=3155&mode=getEvt&id=3155&annee=2019&idc=18097
Marathon 7500 2019,Marathon 7500,"Frumoasa poveste a început în 2009, când o mână de munțomani înrăiți au decis că Romania are nevoie de o provocare serioasă. Dacă am fi știut pe vremea aceea că 90 de kilometri nu înseamnă Marathon, acum ar fi avut probabil un alt cuvant înainte de 7500. Ediția a 10-a va reprezenta, probabil, ultima care va măsura 7500m diferență de nivel, dar nu vă faceți griji, numele va ramâne același și pe siglă și în sufletele noastre.
Description in English
The wonderful story began in 2009 when a few hardcore mountain lovers decided that Romania needed a serious challenge. Had we known at the time that 90 km doesn’t mean a marathon, we probably would have had a different word in front of the “7500”. ",200,25 April 2019,11 June 2019,"105 / EUR / Team - Early registration
110 / EUR / Team - Normal registration",http://www.marathon7500.ro/,12 July 2019,06:00,Pestera-Dimbovita,Roumanie,93.3km,7440m,7440m,6,32:00,http://www.marathon7500.ro/,https://tracedetrail.fr/en/trace/itra/83579,/orga_pic/logo_med787.jpg,https://itra.run/orga_pic/p_859_1.png,https://itra.run/calend.php?ide=787&mode=getEvt&id=787&annee=2019&idc=859
Marathon 7500 2019,Marathon 3200,"Iata ca rebrandingul s-a intamplat. Ceea ce pana acum s-a numit SecČiunea Hobby a primit un nume nou. Nu ne place sa-l numim cel mai greu maraton din tara, ci mai degraba fratele mai mic sau o cursa de acomodare pentru Marathon 7500, o cursa in sine foarte dificila, dar consideram noi foarte frumoasa.
Description in English
The long awaited re-branding just happened. What was up until now the Hobby Section has just gotten a new name. We donât like to call it the toughest marathon race in the country, but rather the little brother or an acquaintance race for Marathon 7500, a very difficult race itself, as well as a very beautiful one.",200,7 March 2019,11 June 2019,"64 EUR / Team - Early registration
75 EUR / Team - Normal registration",http://www.marathon7500.ro/,13 July 2019,06:00,Pestera-Dimbovita,Roumanie,41.4km,3330m,3330m,3,14:00,http://www.marathon7500.ro/,https://tracedetrail.fr/en/trace/itra/83580,/orga_pic/logo_med787.jpg,https://itra.run/orga_pic/p_1337_1.png,https://itra.run/calend.php?ide=787&mode=getEvt&id=787&annee=2019&idc=1337
Marathon 7500 2019,Marathon 1600,"CPNT probabil că știe, însă se pare că nu dorește să organizeze concursuri ușoare. Scopul nostru a fost întotdeauna să facem oamenii să mearga pe munte așa cum ne place și nouă să o facem. Marathon 1600 își propune să vă ofere o minimă senzație din ceea ce înseamnă Marathon 7500: un concurs montan, greu prin diferența de nivel mare raportată la distanța relativ scurtă, alături de un coechipier. Această cursă imită întocmai spiritul 7500, însă doar pe o distanta de 22 de kilometri și vă va duce prin locurile pe unde concurenții de la celelalte probe se luptă cu oboseala, cu somnul și cu timpul pentru a ajunge la aceeași linie de sosire. 
Description in English
CPNT probably knows how to, but it seems it doesn’t want to organize easy races.  Our purpose has always been to encourage people to go out, go hiking just the way we love to hike. Marathon 1600 aims to offer a minimum sensation of what Marathon 7500 means: a tough mountain race, tough because it's huge height gain in respect to the relatively short distance, all these along with a partner. This Marathon 7500 spirit will be lived through on only 22km and will take the competitors through the places where the racers on the longer races fight their fatigue, their sleep and with time to reach the same finish line.",300,25 April 2019,11 June 2019,"75 EUR / Team - Early registration
80 EUR / Team - Normal registration",http://www.marathon7500.ro/,13 July 2019,08:00,Pestera-Dimbovita,Roumanie,22km,1600m,1600m,1,08:00,http://www.marathon7500.ro/,,/orga_pic/logo_med787.jpg,https://itra.run/orga_pic/p_13255_1.png,https://itra.run/calend.php?ide=787&mode=getEvt&id=787&annee=2019&idc=13255
Schlegeis 3000 Skyrace 2019,Skyrace,"DAS SKYRACE...Die Skyrace-Strecke über 33km Länge und über 2380 Höhenmeter im An-/Abstieg ist die absolute Herausforderung für richtige Skyrunner. Nach dem relativ flach ansteigenden Startstück Richtung Pfitscherjoch überschreiten die Läufer die österreichisch/italienische Staatsgrenze und bewegen sich kurzzeitig auf italienischer Seite der Zillertaler Alpen. Weiter laufend auf Teilen der Peter-Habeler-Runde überqueren die Läufer das Unterschrammachkar und den 2900m hohen Riepenkopf - einen der Vorgipfel des 3476m hohen Olperers, bevor es zurück zur bekannten Olpererhütte geht. Hauptschlüsselstelle wird der Aufstieg zur Friesenbergscharte sein, wo auch der höchste Punkt auf 2930m überschritten wird. Nach einem Abstecher über das Petersköpfl mit seinen bekannten „Steinmandln“ führt die Strecke zum Friesenberghaus und zurück zum Ziel auf der Staumauer des Stausees.Die Herausforderung der Strecke ist in erster Linie der sehr lange Streckenverlauf auf über 2500m Seehöhe und die Überschreitungen der Schlüsselpassagen an der 3000er Grenze unterhalb der Bergriesen, wie Olperer und Hoher Riffler. Die sehr technische Strecke, welche in ihren Schlüsselstellen Klettersteigelemente, Seilversicherungen und sehr verblockte Steinpassagen beinhaltet und über weite Teile über sehr steile Trails führt, die sehr anspruchsvoll sind, fordert von den Läufern einiges an Ausdauer und Konzentration. Das Schlegeis 3000 Skyrace ist eine extreme Laufveranstaltung, welche zum Großteil im hochalpinen Gelände stattfindet, jedoch werden die Teilnehmer dafür mit einem einzigartigen Erlebnis in einer eindrucksvollen Kulisse belohnt.Das SKYRACE zählt 2019 zur neu gegründeten nationalen Skyrunning-Serie und wird zugleich als österrreichische SKYRUNNING Staatsmeisterschaft ausgetragen!
Description in English
THE SKYRACE...The SKYRACE route - with a distance of over 33km and a total ascent/descent of 2,380m - is the ultimate challenge for serious sky runners. After a relatively gradual climb at the start in the direction of Pfitscherjoch, runners cross the Austrian-Italian border and run for a short time on the Italian side of the Zilltertal Alps. Continuing on parts of the Peter Habeler Circuit, runners cross the Unterschrammach corrie and the 2,900m Riepenkopf - one of the secondary summits of the 3,476m Olperer, before returning to the famous Olpererhütte. The crux point is the climb up to the Friesenberg wind gap, where the highest point of 2,930m is reached. After a detour over the Petersköpfl peak with its famous ""stone almonds"", the route continues to the Friesenberghaus and back to the start at the dam on the reservoir.The main challenge of the route is the very long distance at over 2,500m above see level, with key sections close to the 3,000m mark - below giant mountains such as the Olperer and Hoher Riffler.The highly technically challenging route includes crux points with via ferrata elements, steel safety rope and very rocky sections. Much of it is on very steep trails that are extremely demanding, and require stamina and concentration from the runners. The Schlegeis 3000 SKYRACE is an extreme running event, most of which is on high Alpine terrain. Nevertheless, participants will be rewarded by a unique experience in a fantastic setting.The SKYRACE will be part of the newly founded SKYRUNNING AUSTRIA SERIES in 2019 and will also be held as the Austrian SKYRUNNING championship!",500,1 December 2018,10 July 2019,"€ 59,-",https://www.schlegeis3000.run/,13 July 2019,09:00,Schlegeis,Autriche,33km,2380m,2380m,3,,https://www.schlegeis3000.run/,,,,https://itra.run/calend.php?ide=6913&mode=getEvt&id=6913&annee=2019&idc=17143
Al Andalus Ultimate Trail 2019,Al Andalus Ultimate Trail,,,,,,,8 July 2019,09:45,Loja,Espagne,228.9,5480.0,5490.0,19.0,42:00,http://www.alandalus-ut.com,https://tracedetrail.fr/en/trace/itra/70563,,,https://itra.run/calend.php?ide=38&mode=getEvt&id=38&annee=2019&idc=427
Ehunmilak Ultra-Trail® 2019,Ehunmilak Ultra-Trail®,,,,,,,12 July 2019,18:00,Beasain,Espagne,172km,10210m,10210m,15,48:00,http://www.ehunmilak.com,https://tracedetrail.fr/en/trace/itra/71971,,,https://itra.run/calend.php?ide=356&mode=getEvt&id=356&annee=2019&idc=4145
Ehunmilak Ultra-Trail® 2019,G2Haundiak Golerri Trail,,,,,,,12 July 2019,23:00,Beasain,Espagne,91.7km,4910m,4910m,8,22:00,http://www.ehunmilak.com,https://tracedetrail.fr/en/trace/itra/71972,,,https://itra.run/calend.php?ide=356&mode=getEvt&id=356&annee=2019&idc=4146
Ehunmilak Ultra-Trail® 2019,Marimurumendi Marathon,,,,,,,14 July 2019,09:00,beasain,Espagne,41.9km,2190m,2180m,4,08:00,http://www.ehunmilak.com,https://tracedetrail.fr/en/trace/itra/71973,,,https://itra.run/calend.php?ide=356&mode=getEvt&id=356&annee=2019&idc=3407
Buff® Epic Trail Aigüestortes 2019,Buff® Epic Trail Aigüestortes,"BUFF® Epic Trail Vall de Boí: Exigente carrera a pie de 65km y más de 10.000 metros de desnivel acumulado que los participantes deberán efectuar en menos de 17 horas; consiste en un recorrido circular por la zona periférica del Parque Nacional y las montañas que circundan la estación de esquí de Boí Taüll, la más alta de los Pirineos. Una competición de muy alto nivel solamente apta para los y las corredores de montaña más preparados físicamente. 
Description in English
The BUFF® Epic Trail Vall de Boí is a 65km race with an elevation gain of roughly 5,000 m and similar elevation loss; the route passes around the Aigüestortes National Park.",,,,,,13 July 2019,06:00,Barruera,Espagne,66.5km,5160m,5170m,7,17:00,http://buffepictrail.com/en,https://tracedetrail.fr/en/trace/itra/75768,,,https://itra.run/calend.php?ide=166&mode=getEvt&id=166&annee=2019&idc=11549
Maverick Inov-8 Utsp 2019,Maverick Inov-8 Utsp,English,,,,,,13 July 2019,08:00,Hope,Royaume-Uni,68.8km,2650m,2650m,4,20:00,http://www.maverick-race.com/races/the-x-ultra-peaks2019,https://tracedetrail.fr/en/trace/itra/69192,,,https://itra.run/calend.php?ide=6463&mode=getEvt&id=6463&annee=2019&idc=15819
Lower Silesian Mountain Runs Festival 2019,7 Summit Run - 240 Km,,350,30 October 2018,,,http://dfbg.pl/en/zgloszenia/formularz-zgloszeniowy/,18 July 2019,18:00,Lądek-Zdrój,Pologne,235.7km,7650m,7650m,15,52:00,http://www.dfbg.pl,https://tracedetrail.fr/en/trace/itra/75944,/orga_pic/logo_med760.png,https://itra.run/orga_pic/p_1833_2.jpg,https://itra.run/calend.php?ide=760&mode=getEvt&id=760&annee=2019&idc=1833
Lower Silesian Mountain Runs Festival 2019,Super Trail 130 Km,,350,30 October 2018,,,http://dfbg.pl/en/zgloszenia/registration-form/,18 July 2019,18:00,Ladek-Zdrรณj,Pologne,129.5km,4070m,4140m,7,26:00,http://www.dfbg.pl,https://tracedetrail.fr/en/trace/itra/75946,/orga_pic/logo_med760.png,https://itra.run/orga_pic/p_2721_3.jpg,https://itra.run/calend.php?ide=760&mode=getEvt&id=760&annee=2019&idc=2721
Lower Silesian Mountain Runs Festival 2019,K B L - 110 Km,,350,30 October 2018,,,http://dfbg.pl/en/zgloszenia/formularz-zgloszeniowy/,19 July 2019,20:00,Kudowa-Zdrรณj,Pologne,105.4km,3580m,3510m,7,26:00,http://www.dfbg.pl,https://tracedetrail.fr/en/trace/itra/75947,/orga_pic/logo_med760.png,https://itra.run/orga_pic/p_2718_3.jpg,https://itra.run/calend.php?ide=760&mode=getEvt&id=760&annee=2019&idc=2718
Lower Silesian Mountain Runs Festival 2019,Ultra 68 Km,,350,30 October 2018,,,http://dfbg.pl/en/zgloszenia/registration-form/,20 July 2019,06:00,Ladek-Zdroj,Pologne,69km,2700m,2700m,4,12:00,http://www.dfbg.pl,https://tracedetrail.fr/en/trace/itra/75948,/orga_pic/logo_med760.png,https://itra.run/orga_pic/p_3797_1.jpg,https://itra.run/calend.php?ide=760&mode=getEvt&id=760&annee=2019&idc=3797
Lower Silesian Mountain Runs Festival 2019,Zloty Maraton 45 Km,,350,30 October 2018,,,http://dfbg.pl/en/zgloszenia/registration-form/,20 July 2019,10:00,Lądek-Zdrój,Pologne,44.7km,1810m,1810m,3,08:00,http://www.dfbg.pl,https://tracedetrail.fr/en/trace/itra/75949,/orga_pic/logo_med760.png,https://itra.run/orga_pic/p_3751_1.jpg,https://itra.run/calend.php?ide=760&mode=getEvt&id=760&annee=2019&idc=3751
Lower Silesian Mountain Runs Festival 2019,Zloty Polmaraton,,500,30 October 2018,,,http://dfbg.pl/en/zgloszenia/formularz-zgloszeniowy/,20 July 2019,11:00,Ladek-Zdroj,Pologne,20.3km,770m,770m,1,05:00,http://www.dfbg.pl,https://tracedetrail.fr/en/trace/itra/75950,/orga_pic/logo_med760.png,https://itra.run/orga_pic/p_5353_1.jpg,https://itra.run/calend.php?ide=760&mode=getEvt&id=760&annee=2019&idc=5353
Elephant Trail Race 2019,160 Km (100 Mile),160 km Trail race26 km Course 2 Laps Anti-Clock wise +2 Laps Clockwise + 2 Laps Anti-Clock wise,100,7 October 2018,17 May 2019,,https://www.elephanttrailrace.com.au,19 July 2019,22:00,(Australie),Australie,163.3km,8730m,8730m,13,38:00,http://www.elephanttrailrace.com.au,https://tracedetrail.fr/en/trace/itra/68260,/orga_pic/logo_med4837.jpg,,https://itra.run/calend.php?ide=4837&mode=getEvt&id=4837&annee=2019&idc=12993
Elephant Trail Race 2019,100 Km (67 Mile),100 km Trail race26 km Course2 Laps Clockwise + 2 Laps Anti-Clock wise( Reverse),200,7 October 2018,20 July 2019,,https://www.elephanttrailrace.com.au,20 July 2019,06:30,Port,Australie,108.8km,5810m,5810m,11,30:30,http://www.elephanttrailrace.com.au,https://tracedetrail.fr/en/trace/itra/68259,/orga_pic/logo_med4837.jpg,,https://itra.run/calend.php?ide=4837&mode=getEvt&id=4837&annee=2019&idc=12651
Elephant Trail Race 2019,50 Km,51.6 km Trail race25.8 km Course2 Laps ,200,31 December 2018,20 July 2019,,https://www.elephanttrailrace.com.au,20 July 2019,07:30,(Australie),Australie,51.6km,2430m,2430m,5,15:00,http://www.elephanttrailrace.com.au,https://tracedetrail.fr/en/trace/itra/68205,/orga_pic/logo_med4837.jpg,,https://itra.run/calend.php?ide=4837&mode=getEvt&id=4837&annee=2019&idc=12673
Elephant Trail Race 2019,25 Km,,200,7 October 2018,,,https://www.elephanttrailrace.com.au,21 July 2019,07:00,(Australie),Australie,25.8km,1220m,1220m,2,00:00,http://www.elephanttrailrace.com.au,https://tracedetrail.fr/en/trace/itra/68197,/orga_pic/logo_med4837.jpg,,https://itra.run/calend.php?ide=4837&mode=getEvt&id=4837&annee=2019&idc=15697
Schinder-Trail Grauer Kopf 2019,Schinder-Trail Grauer Kopf Extended,,60,31 October 2018,19 July 2019,,https://my1.raceresult.com/106803/registration?lang=de,19 July 2019,18:00,Lorch,Allemagne,125.1km,4020m,3710m,5,,http://ultramarathon-grauer-kopf.de/,https://tracedetrail.fr/en/trace/itra/68124,,https://itra.run/orga_pic/p_15811_1.png,https://itra.run/calend.php?ide=6187&mode=getEvt&id=6187&annee=2019&idc=15811
Schinder-Trail Grauer Kopf 2019,Schinder-Trail Grauer Kopf,,176,31 October 2018,20 July 2019,,https://my1.raceresult.com/106803/registration?lang=de,20 July 2019,08:00,Holzhausen,Allemagne,66.7km,1860m,1860m,4,,http://ultramarathon-grauer-kopf.de/,https://tracedetrail.fr/en/trace/itra/68121,,https://itra.run/orga_pic/p_15809_1.png,https://itra.run/calend.php?ide=6187&mode=getEvt&id=6187&annee=2019&idc=15809
Schinder-Trail Grauer Kopf 2019,Schinder-Trail Die Halbe Portion,,300,31 October 2018,20 July 2019,,https://my1.raceresult.com/106803/registration?lang=de,20 July 2019,10:00,Obernhof,Allemagne,33.9km,1030m,770m,2,,http://ultramarathon-grauer-kopf.de/,https://tracedetrail.fr/en/trace/itra/68125,,https://itra.run/orga_pic/p_14939_1.png,https://itra.run/calend.php?ide=6187&mode=getEvt&id=6187&annee=2019&idc=14939
Swedish Alpine Ultra® 2019,Swedish Alpine Ultra Double 19,,10,1 December 2018,31 March 2019,1300 SEK,https:/www.swedishalpineultra.se,19 July 2019,16:00,Abisko,Suède,211.6km,7540m,7540m,15,36:00,http://www.swedishalpineultra.se,https://tracedetrail.fr/en/trace/itra/73234,/orga_pic/logo_med1227.jpg,,https://itra.run/calend.php?ide=1227&mode=getEvt&id=1227&annee=2019&idc=16877
Swedish Alpine Ultra® 2019,Swedish Alpine Ultra®,,50,1 December 2018,1 March 2019,1300 SEK,http://www.swedishalpineultra.se,20 July 2019,08:00,Nikkaluokta,Suède,106.2km,3170m,3260m,7,36:00,http://www.swedishalpineultra.se,https://tracedetrail.fr/en/trace/itra/67977,/orga_pic/logo_med1227.jpg,,https://itra.run/calend.php?ide=1227&mode=getEvt&id=1227&annee=2019&idc=2281
Valmalenco Ultradistance Trail 2019,Ultradistance Trail,"90 km a fil di cielo, in gran parte sopra i 2000 metri di quota, lungo l'Alta Via della Valmalenco, al centro delle Alpi
Description in English
90 km mostly above 2000 meters of altitude, along the Alta Via della Valmalenco, in the middle of the Alps",250,15 December 2018,30 June 2019,90 âŹ,http://ultravalmalenco.com/iscrizioni,19 July 2019,23:00,Chiesa,Italie,88.9km,5770m,5630m,10,23:30,http://www.ultravalmalenco.com,https://tracedetrail.fr/en/trace/itra/50545,/orga_pic/logo_med4175.png,,https://itra.run/calend.php?ide=4175&mode=getEvt&id=4175&annee=2019&idc=9459
Blefjells Beste 2019,Blefjells Beste,,75,1 October 2018,8 July 2019,"01.10.2018 - 01.05.2019:  600 NOK 
02.05.2019 - 08.07.2019:  750 NOK",http://blefjellsbeste.com/en/about_en/enrolment_rt_en.html,20 July 2019,08:00,"Bestebu,",Norvège,56.2km,1830m,1830m,N/A,14:00,http://blefjellsbeste.com/en/index.html,https://tracedetrail.fr/en/trace/itra/74048,/orga_pic/logo_med3325.jpg,,https://itra.run/calend.php?ide=3325&mode=getEvt&id=3325&annee=2019&idc=7021
Blefjells Beste 2019,Blefjells Beste Half Marathon,,75,1 October 2018,8 July 2019,"01.10.2018 - 01.05.2019:  450 NOK 
02.05.2019 - 08.07.2019:  600 NOK",http://blefjellsbeste.com/en/about_en/enrolment_rt_en.html,20 July 2019,10:00,"Bestebu,",Norvège,20.8km,710m,710m,N/A,12:00,http://blefjellsbeste.com/en/index.html,https://tracedetrail.fr/en/trace/itra/74051,/orga_pic/logo_med3325.jpg,,https://itra.run/calend.php?ide=3325&mode=getEvt&id=3325&annee=2019&idc=17157
Gran Trail Trangoworld Aneto-Posets 2019,Gran Trail Aneto-Posets,,350,11 January 2019,21 January 2019,100âŹ,http://www.trail-aneto.com/,20 July 2019,00:00,Benasque,Espagne,106.5km,6980m,6970m,7,38:00,http://www.trail-aneto.com,https://tracedetrail.fr/en/trace/itra/73958,/orga_pic/logo_med456.png,https://itra.run/orga_pic/p_1916_2.jpg,https://itra.run/calend.php?ide=456&mode=getEvt&id=456&annee=2019&idc=1916
Gran Trail Trangoworld Aneto-Posets 2019,Vuelta Al Aneto,,850,10 January 2019,21 January 2019,75âŹ,http://trail-aneto.com/,20 July 2019,07:00,Benasque,Espagne,55.6km,3590m,3590m,4,20:00,http://www.trail-aneto.com,https://tracedetrail.fr/en/trace/itra/73959,/orga_pic/logo_med456.png,https://itra.run/orga_pic/p_868_3.jpg,https://itra.run/calend.php?ide=456&mode=getEvt&id=456&annee=2019&idc=868
Gran Trail Trangoworld Aneto-Posets 2019,Maraton De Las Tucas,,1100,11 January 2019,21 January 2019,55âŹ,http://trail-aneto.com/,20 July 2019,09:00,Benasque,Espagne,41.2km,2470m,2460m,3,12:00,http://www.trail-aneto.com,https://tracedetrail.fr/en/trace/itra/73960,/orga_pic/logo_med456.png,https://itra.run/orga_pic/p_4217_3.jpg,https://itra.run/calend.php?ide=456&mode=getEvt&id=456&annee=2019&idc=4217
Gran Trail Trangoworld Aneto-Posets 2019,Vuelta Al Pico Cerler,,1050,11 January 2019,21 January 2019,37âŹ,http://trail-aneto.com/,21 July 2019,09:00,Benasque,Espagne,25.6km,1470m,1470m,2,05:00,http://www.trail-aneto.com,https://tracedetrail.fr/en/trace/itra/73961,/orga_pic/logo_med456.png,https://itra.run/orga_pic/p_4218_3.jpg,https://itra.run/calend.php?ide=456&mode=getEvt&id=456&annee=2019&idc=4218
Gran Trail Trangoworld Aneto-Posets 2019,Vuelta Al Molino,,400,11 January 2019,21 January 2019,21âŹ,http://trail-aneto.com/,21 July 2019,10:00,Benasque,Espagne,12.4km,530m,530m,1,04:45,http://www.trail-aneto.com,https://tracedetrail.fr/en/trace/itra/73962,/orga_pic/logo_med456.png,,https://itra.run/calend.php?ide=456&mode=getEvt&id=456&annee=2019&idc=4370
Gruyère Trail Charmey 2019,Gtc_54 Solo,Trail en solo ou par équipe de 2,200,1 February 2019,17 July 2019,,https://www.mso-chrono.ch/,20 July 2019,06:00,Charmey,Suisse,54.3km,3820m,3810m,5,14:00,http://www.gruyere-trail-charmey.ch/,https://tracedetrail.fr/en/trace/itra/73815,/orga_pic/logo_med4509.png,,https://itra.run/calend.php?ide=4509&mode=getEvt&id=4509&annee=2019&idc=10353
Gruyère Trail Charmey 2019,Gtc_54 Duo,Trail en solo ou par équipe de 2,200,1 February 2019,17 July 2019,,https://www.mso-chrono.ch/,20 July 2019,06:00,Charmey,Suisse,54.3km,3820m,3820m,5,14:00,http://www.gruyere-trail-charmey.ch/,https://tracedetrail.fr/en/trace/itra/76825,/orga_pic/logo_med4509.png,https://itra.run/orga_pic/p_17379_1.png,https://itra.run/calend.php?ide=4509&mode=getEvt&id=4509&annee=2019&idc=17379
Gruyère Trail Charmey 2019,Gtc_24 Solo,Trail en solo ou par équipe de 2,650,1 February 2019,17 July 2019,,https://www.mso-chrono.ch/,20 July 2019,09:00,Charmey,Suisse,24.2km,1520m,1520m,3,06:00,http://www.gruyere-trail-charmey.ch/,https://tracedetrail.fr/en/trace/itra/73813,/orga_pic/logo_med4509.png,https://itra.run/orga_pic/p_11707_1.png,https://itra.run/calend.php?ide=4509&mode=getEvt&id=4509&annee=2019&idc=11707
Gruyère Trail Charmey 2019,Gtc_24 Duo,Trail en solo ou par équipe de 2,650,1 February 2019,17 July 2019,,https://www.mso-chrono.ch/,20 July 2019,09:00,Charmey,Suisse,24.2km,1520m,1520m,3,06:00,http://www.gruyere-trail-charmey.ch/,https://tracedetrail.fr/en/trace/itra/76827,/orga_pic/logo_med4509.png,https://itra.run/orga_pic/p_17381_1.png,https://itra.run/calend.php?ide=4509&mode=getEvt&id=4509&annee=2019&idc=17381
Llanganuco Mountain Trail 2019,50K,,30,30 December 2018,7 June 2019,100-180USD,https://www.webscorer.com/register?raceid=88351,20 July 2019,05:00,Llanganuco,Pérou,56.1km,2680m,2680m,6,13:00,http://www.ut69.com,https://tracedetrail.fr/en/trace/itra/76560,,,https://itra.run/calend.php?ide=3639&mode=getEvt&id=3639&annee=2019&idc=7915
Llanganuco Mountain Trail 2019,30K,,50,30 December 2018,7 June 2019,30 - 50USD,https://www.webscorer.com/register?raceid=88351,20 July 2019,11:00,OrgonCocha,Pérou,30.2km,1240m,1590m,3,,http://www.ut69.com,https://tracedetrail.fr/en/trace/itra/72024,,https://itra.run/orga_pic/p_7923_1.jpg,https://itra.run/calend.php?ide=3639&mode=getEvt&id=3639&annee=2019&idc=7923
Llanganuco Mountain Trail 2019,15K,"¼ maratón en altura
Description in English
¼ marathon at altitude",200,30 December 2018,7 June 2019,$ 20 - 40 USD,https://www.webscorer.com/register?raceid=88351,20 July 2019,13:00,Llanganuco,Pérou,13.8km,290m,650m,1,03:00,http://www.ut69.com,,,,https://itra.run/calend.php?ide=3639&mode=getEvt&id=3639&annee=2019&idc=7927
